milk_id,scenario,timestamp,hour_of_day,day_of_week,is_weekend,storage_hours,storage_phase,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,temp_last_1h,temp_last_3h,temp_last_6h,temp_volatility,time_above_6c_hours,time_above_8c_hours,time_in_danger_zone_pct,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,degradation_rate_per_hour,remaining_shelf_life_hours,is_safe,safety_label
MILK_10125,good_cold,2026-01-18T00:00:00,0,6,1,334,late,2.79,4.39,1.2,7.69,1.18,2.79,4.61,4.17,1.2247,28,0,0.0,0,0,1471.41,-0.1197,1.0559,0.0,1,SAFE
MILK_10126,short_excursion,2026-05-24T15:00:00,15,6,1,339,late,5.2,4.28,2.65,17.15,1.71,5.2,4.51,4.16,0.525,9,9,2.65,1,9,1455.82,0.3157,1.0611,0.0,0,UNSAFE
MILK_10127,long_excursion,2026-05-08T12:00:00,12,4,0,28,fresh,3.64,9.23,3.26,22.19,6.98,3.64,4.19,4.21,0.5873,11,11,39.29,1,11,267.75,0.0586,2.5165,265.54,1,SAFE
MILK_10128,good_cold,2026-06-28T19:00:00,19,6,1,215,mid,6.31,4.65,1.66,7.58,1.17,6.31,5.48,5.09,0.8208,25,0,0.0,0,0,1003.97,0.2652,1.0877,102.15,1,SAFE
MILK_10129,chronic_mild_abuse,2026-04-12T09:00:00,9,6,1,317,late,6.93,6.96,4.69,9.11,0.84,6.93,6.86,7.19,0.5775,279,33,10.41,29,2,2211.74,-0.2988,1.3938,0.0,0,UNSAFE
MILK_10130,variable_chain,2026-02-15T13:00:00,13,6,1,102,mid,6.71,5.69,0.5,12.37,2.61,6.71,4.01,6.86,3.1929,48,20,19.61,14,3,586.43,-1.1287,1.2673,206.74,1,SAFE
MILK_10131,long_excursion,2026-04-20T05:00:00,5,0,0,106,mid,3.01,5.72,2.99,24.24,4.94,3.01,3.86,4.05,0.6639,12,12,11.32,1,12,611.65,-0.1771,1.5395,172.81,1,SAFE
MILK_10132,moderate_abuse,2026-06-06T22:00:00,22,5,1,334,late,12.74,10.0,5.93,15.08,1.49,12.74,12.42,11.8,1.0579,334,300,89.82,34,23,3351.07,0.3476,1.9658,0.0,0,UNSAFE
MILK_10133,good_cold,2026-02-21T15:00:00,15,5,1,206,mid,5.79,4.5,0.68,7.75,1.21,5.79,5.21,4.85,0.972,25,0,0.0,0,0,932.21,-0.0204,1.0714,115.28,1,SAFE
MILK_10134,ideal_cold,2026-05-09T12:00:00,12,5,1,16,fresh,4.25,4.02,3.44,4.85,0.36,4.25,3.95,4.06,0.4194,0,0,0.0,0,0,68.37,-0.1131,1.0659,318.95,1,SAFE
MILK_10135,good_cold,2026-01-10T18:00:00,18,5,1,110,mid,1.3,4.6,1.3,7.03,1.25,1.3,4.05,4.07,1.393,14,0,0.0,0,0,510.17,-0.4877,1.0875,216.38,1,SAFE
MILK_10136,moderate_abuse,2026-02-20T11:00:00,11,4,0,143,late,9.97,9.94,6.4,15.23,1.51,9.97,9.89,9.59,1.1742,144,129,90.21,12,43,1432.05,0.3459,1.9618,55.47,0,UNSAFE
MILK_10137,ideal_cold,2026-05-03T11:00:00,11,6,1,343,late,3.76,3.99,2.74,5.22,0.42,3.76,3.85,3.81,0.2818,0,0,0.0,0,0,1372.68,0.0671,1.0029,0.0,1,SAFE
MILK_10138,ideal_cold,2026-07-05T16:00:00,16,6,1,142,mid,3.17,4.01,2.81,4.94,0.41,3.17,3.73,3.84,0.382,0,0,0.0,0,0,572.72,-0.1546,1.0086,192.77,1,SAFE
MILK_10139,long_excursion,2026-04-14T08:00:00,8,1,0,241,late,4.16,4.86,2.26,22.73,3.49,4.16,4.07,4.09,0.4253,16,15,6.22,2,8,1176.1,-0.0076,1.2469,35.51,1,SAFE
MILK_10140,ideal_cold,2026-06-28T11:00:00,11,6,1,386,late,3.33,4.01,2.93,5.51,0.38,3.33,3.65,3.93,0.3568,0,0,0.0,0,0,1551.62,-0.1908,1.0045,0.0,1,SAFE
MILK_10141,good_cold,2026-06-29T08:00:00,8,0,0,22,fresh,4.7,4.54,2.0,7.22,1.41,4.7,4.98,5.42,0.9208,3,0,0.0,0,0,104.41,-0.4321,1.1227,311.3,1,SAFE
MILK_10142,ideal_cold,2026-07-07T01:00:00,1,1,0,263,late,3.45,3.97,2.78,4.95,0.38,3.45,3.81,3.69,0.4458,0,0,0.0,0,0,1048.79,0.1158,1.0017,72.56,1,SAFE
MILK_10143,good_cold,2026-03-26T11:00:00,11,3,0,338,late,3.59,4.56,1.3,7.51,1.18,3.59,4.22,5.04,1.6483,38,0,0.0,0,0,1544.49,-0.7294,1.075,0.0,1,SAFE
MILK_10144,short_excursion,2026-06-28T13:00:00,13,6,1,210,mid,3.97,4.22,2.57,16.81,1.77,3.97,3.91,4.07,0.4101,5,5,2.38,1,5,891.31,-0.066,1.0592,113.57,1,SAFE
MILK_10145,chronic_mild_abuse,2026-05-22T05:00:00,5,4,0,357,late,6.04,7.01,4.95,9.49,0.83,6.04,6.42,6.74,0.8431,318,43,12.04,40,2,2510.76,-0.4104,1.4022,0.0,0,UNSAFE
MILK_10146,ideal_cold,2026-04-10T04:00:00,4,4,0,35,fresh,4.03,4.02,3.19,4.89,0.41,4.03,3.7,4.16,0.5502,0,0,0.0,0,0,144.84,-0.2165,1.0323,299.87,1,SAFE
MILK_10147,chronic_mild_abuse,2026-03-06T09:00:00,9,4,0,262,late,6.07,6.99,4.65,9.13,0.87,6.07,7.15,7.24,0.6743,232,35,13.36,28,4,1838.49,-0.281,1.4005,0.0,0,UNSAFE
MILK_10148,good_cold,2026-04-02T12:00:00,12,3,0,340,late,5.86,4.53,1.07,8.19,1.2,5.86,5.78,4.83,1.1626,33,1,0.29,1,1,1543.37,0.5501,1.0718,0.0,0,UNSAFE
MILK_10149,short_excursion,2026-03-06T16:00:00,16,4,0,200,mid,4.49,4.29,2.74,17.72,1.92,4.49,4.46,4.15,0.4374,5,5,2.5,1,5,862.09,0.1848,1.0738,121.24,1,SAFE
MILK_10150,chronic_mild_abuse,2026-03-15T07:00:00,7,6,1,43,fresh,7.23,7.15,5.92,8.31,0.68,7.23,6.92,6.65,0.5153,42,6,13.95,6,1,314.6,0.2811,1.4504,273.63,1,SAFE
MILK_10151,short_excursion,2026-05-05T02:00:00,2,1,0,345,late,4.63,4.27,2.03,16.35,1.55,4.63,4.43,4.43,0.1047,7,7,2.03,1,7,1476.66,0.0373,1.0544,0.0,1,SAFE
MILK_10152,chronic_mild_abuse,2026-05-20T05:00:00,5,2,0,191,late,7.77,6.97,5.34,9.38,0.82,7.77,7.39,7.14,0.5946,170,21,10.99,17,2,1338.3,0.1585,1.3988,68.83,0,UNSAFE
MILK_10153,short_excursion,2026-03-25T07:00:00,7,2,0,351,late,4.17,4.12,2.49,17.67,1.36,4.17,3.96,3.93,0.1276,4,4,1.14,1,4,1451.5,0.0381,1.0342,0.0,1,SAFE
MILK_10154,long_excursion,2026-03-13T06:00:00,6,4,0,297,late,4.46,4.63,2.3,25.83,2.94,4.46,4.57,10.71,6.3884,14,14,4.71,1,14,1378.32,-3.2419,1.1769,0.0,1,SAFE
MILK_10155,severe_abuse,2026-06-20T18:00:00,18,5,1,229,late,11.0,14.07,5.76,20.43,2.44,11.0,11.36,12.88,1.6415,229,227,99.13,4,102,3236.03,-1.0797,3.146,0.0,0,UNSAFE
MILK_10156,good_cold,2026-05-16T13:00:00,13,5,1,223,late,3.81,4.41,0.5,7.37,1.21,3.81,3.68,4.18,0.8225,19,0,0.0,0,0,988.08,-0.3888,1.0602,99.57,1,SAFE
MILK_10157,ideal_cold,2026-04-21T01:00:00,1,1,0,232,mid,3.78,4.05,2.98,5.16,0.39,3.78,4.43,4.27,0.5361,0,0,0.0,0,0,943.14,0.0207,1.0105,101.55,1,SAFE
MILK_10158,chronic_mild_abuse,2026-04-02T18:00:00,18,3,0,275,late,6.66,7.0,4.63,8.62,0.77,6.66,6.65,6.45,0.3665,248,29,10.55,27,2,1933.37,0.037,1.4012,0.0,0,UNSAFE
MILK_10159,chronic_mild_abuse,2026-01-12T13:00:00,13,0,0,88,mid,7.18,6.96,4.66,8.76,0.78,7.18,7.08,7.03,0.3537,76,7,7.95,6,2,619.14,-0.0397,1.4046,212.4,1,SAFE
MILK_10160,short_excursion,2026-05-12T16:00:00,16,1,0,245,late,4.09,4.33,2.65,18.48,2.05,4.09,4.02,3.96,0.2426,7,7,2.86,1,7,1064.03,0.0034,1.0826,70.76,1,SAFE
MILK_10161,long_excursion,2026-05-12T07:00:00,7,1,0,12,fresh,16.38,18.4,4.16,27.45,5.68,16.38,17.96,20.17,3.4888,12,12,100.0,1,12,239.14,-0.7664,6.208,261.5,0,UNSAFE
MILK_10162,ideal_cold,2026-06-20T08:00:00,8,5,1,91,fresh,3.29,3.99,3.0,4.89,0.45,3.29,3.82,3.91,0.3996,0,0,0.0,0,0,366.74,-0.0538,1.0107,244.02,1,SAFE
MILK_10163,chronic_mild_abuse,2026-06-06T16:00:00,16,5,1,322,late,7.48,6.97,4.69,9.81,0.8,7.48,7.54,7.17,0.6796,276,33,10.25,31,3,2250.25,0.3537,1.395,0.0,0,UNSAFE
MILK_10164,good_cold,2026-06-30T18:00:00,18,1,0,346,late,3.74,4.51,0.83,7.65,1.18,3.74,3.45,3.96,0.5476,38,0,0.0,0,0,1565.18,-0.2701,1.0697,0.0,1,SAFE
MILK_10165,good_cold,2026-03-11T18:00:00,18,2,0,163,mid,5.0,4.4,0.5,8.21,1.28,5.0,4.69,4.87,0.3644,16,1,0.61,1,1,721.66,-0.1091,1.0618,162.92,1,SAFE
MILK_10166,good_cold,2026-06-12T12:00:00,12,4,0,230,late,5.53,4.48,1.13,8.15,1.26,5.53,4.53,4.55,1.0456,26,2,0.87,2,1,1033.96,0.4249,1.0685,90.26,1,SAFE
MILK_10167,ideal_cold,2026-05-25T15:00:00,15,0,0,182,mid,4.17,3.99,2.94,5.11,0.41,4.17,4.22,3.96,0.357,0,0,0.0,0,0,729.72,0.0808,1.0051,153.06,1,SAFE
MILK_10168,long_excursion,2026-01-15T23:00:00,23,3,0,192,late,3.54,5.44,2.59,22.36,4.45,3.54,3.97,3.81,0.2892,21,21,10.94,1,21,1049.18,-0.016,1.4139,64.52,1,SAFE
MILK_10169,good_cold,2026-01-23T16:00:00,16,4,0,173,mid,3.31,4.49,1.31,7.82,1.25,3.31,4.94,5.21,1.2273,21,0,0.0,0,0,780.64,-0.1342,1.0711,150.7,1,SAFE
MILK_10170,short_excursion,2026-01-25T14:00:00,14,6,1,379,late,4.17,4.12,2.8,15.65,1.19,4.17,3.79,4.01,0.4192,4,4,1.06,1,4,1565.84,-0.0658,1.0286,0.0,1,SAFE
MILK_10171,moderate_abuse,2026-04-19T17:00:00,17,6,1,147,late,11.83,10.0,7.02,14.55,1.35,11.83,11.15,10.72,0.9983,148,137,93.2,12,30,1479.49,0.37,1.9672,46.82,0,UNSAFE
MILK_10172,chronic_mild_abuse,2026-01-06T23:00:00,23,1,0,94,mid,6.25,7.0,5.27,8.94,0.74,6.25,6.43,6.82,0.4618,86,8,8.51,8,1,664.8,-0.2755,1.4096,203.5,1,SAFE
MILK_10173,severe_abuse,2026-03-02T12:00:00,12,0,0,244,late,17.24,14.24,7.34,21.7,2.45,17.24,15.09,14.85,1.322,245,243,99.59,3,156,3489.51,0.6076,3.2089,0.0,0,UNSAFE
MILK_10174,ideal_cold,2026-06-08T08:00:00,8,0,0,98,fresh,4.59,4.05,3.11,4.9,0.44,4.59,4.66,4.28,0.402,0,0,0.0,0,0,400.59,0.2432,1.0165,236.38,1,SAFE
MILK_10175,ideal_cold,2026-01-25T10:00:00,10,6,1,300,late,3.44,3.97,2.87,5.03,0.41,3.44,4.11,4.05,0.4758,0,0,0.0,0,0,1194.1,-0.0745,1.0007,35.78,1,SAFE
MILK_10176,chronic_mild_abuse,2026-05-05T16:00:00,16,1,0,249,late,8.6,6.99,4.44,9.21,0.82,8.6,8.2,7.46,1.0717,224,27,10.84,23,2,1748.57,0.5622,1.4008,0.0,0,UNSAFE
MILK_10177,ideal_cold,2026-05-22T08:00:00,8,4,0,388,late,3.4,4.02,2.99,5.11,0.4,3.4,3.79,3.91,0.4061,0,0,0.0,0,0,1564.0,-0.2239,1.0058,0.0,1,SAFE
MILK_10178,severe_abuse,2026-04-04T08:00:00,8,5,1,312,late,11.8,13.88,6.48,20.98,2.55,11.8,13.18,14.76,1.9544,313,309,99.04,5,97,4343.29,-0.9564,3.0868,0.0,0,UNSAFE
MILK_10179,moderate_abuse,2026-04-13T20:00:00,20,0,0,335,late,11.37,9.9,5.95,14.23,1.44,11.37,11.76,10.7,1.465,335,306,91.34,31,32,3325.49,0.2789,1.9413,0.0,0,UNSAFE
MILK_10180,good_cold,2026-07-08T19:00:00,19,2,0,331,late,3.11,4.53,0.7,7.77,1.21,3.11,4.21,4.19,1.1445,38,0,0.0,0,0,1502.62,-0.3905,1.0722,0.0,1,SAFE
MILK_10181,chronic_mild_abuse,2026-05-29T13:00:00,13,4,0,133,mid,6.87,6.96,4.64,8.84,0.82,6.87,6.11,6.73,0.9299,116,11,8.27,9,2,932.62,-0.1382,1.4003,149.76,1,SAFE
MILK_10182,good_cold,2026-04-19T22:00:00,22,6,1,42,fresh,4.91,4.35,0.5,7.0,1.28,4.91,5.43,4.81,0.8899,4,0,0.0,0,0,186.91,0.2085,1.0739,290.89,1,SAFE
MILK_10183,long_excursion,2026-06-01T00:00:00,0,0,0,181,mid,3.85,4.85,2.81,22.88,3.42,3.85,3.65,3.82,0.5141,10,10,5.52,1,10,881.98,-0.1049,1.2439,110.86,1,SAFE
MILK_10184,good_cold,2026-06-24T09:00:00,9,2,0,29,fresh,5.67,4.34,1.71,6.14,1.12,5.67,5.03,5.05,0.6263,2,0,0.0,0,0,130.08,-0.0907,1.0813,304.64,1,SAFE
MILK_10185,long_excursion,2026-07-13T22:00:00,22,0,0,362,late,3.84,4.3,2.57,22.44,2.38,3.84,3.6,3.89,0.5191,9,9,2.49,1,9,1562.45,-0.2297,1.102,0.0,1,SAFE
MILK_10186,ideal_cold,2026-01-14T14:00:00,14,2,0,185,mid,4.37,4.05,2.8,5.12,0.4,4.37,4.19,4.16,0.345,0,0,0.0,0,0,752.45,0.0831,1.0114,148.89,1,SAFE
MILK_10187,moderate_abuse,2026-05-28T11:00:00,11,3,0,104,mid,10.31,9.97,5.86,13.6,1.57,10.31,10.15,9.87,1.3617,104,95,91.35,9,35,1046.7,0.5033,1.9741,130.69,0,UNSAFE
MILK_10188,good_cold,2026-03-02T11:00:00,11,0,0,169,mid,4.26,4.41,1.36,7.65,1.13,4.26,4.34,4.53,0.6566,13,0,0.0,0,0,749.45,0.0246,1.0603,156.8,1,SAFE
MILK_10189,short_excursion,2026-01-22T10:00:00,10,3,0,126,mid,3.88,4.57,2.86,18.42,2.55,3.88,3.93,4.07,0.416,6,6,4.76,1,6,580.48,-0.2391,1.1388,192.51,1,SAFE
MILK_10190,ideal_cold,2026-07-01T22:00:00,22,2,0,145,mid,3.96,4.03,2.98,5.09,0.45,3.96,4.14,4.19,0.2593,0,0,0.0,0,0,588.05,-0.0417,1.0112,189.37,1,SAFE
MILK_10191,variable_chain,2026-07-10T01:00:00,1,4,0,354,late,6.1,5.58,0.5,13.8,2.52,6.1,5.07,4.76,2.1513,164,61,17.23,54,4,1981.97,0.3145,1.2403,0.0,0,UNSAFE
MILK_10192,good_cold,2026-05-11T23:00:00,23,0,0,124,mid,3.53,4.42,1.9,7.87,1.29,3.53,5.02,4.78,1.0435,13,0,0.0,0,0,552.99,-0.0076,1.0668,203.72,1,SAFE
MILK_10193,good_cold,2026-04-11T20:00:00,20,5,1,398,late,3.03,4.46,0.5,8.93,1.25,3.03,4.47,5.02,1.2963,45,1,0.25,1,1,1779.06,-0.4084,1.0644,0.0,1,SAFE
MILK_10194,chronic_mild_abuse,2026-01-28T05:00:00,5,2,0,50,fresh,5.42,7.06,5.42,8.91,0.8,5.42,6.36,6.76,0.7745,47,7,14.0,7,1,359.92,-0.5168,1.4327,264.36,1,SAFE
MILK_10195,chronic_mild_abuse,2026-03-07T07:00:00,7,5,1,82,mid,5.98,7.04,4.9,8.59,0.85,5.98,7.0,7.37,0.8576,71,11,13.41,9,2,584.12,-0.4394,1.4192,219.62,1,SAFE
MILK_10196,good_cold,2026-06-04T22:00:00,22,3,0,190,mid,5.92,4.5,0.8,7.46,1.2,5.92,5.87,4.85,1.2373,20,0,0.0,0,0,860.13,0.5345,1.0717,132.38,1,SAFE
MILK_10197,short_excursion,2026-02-18T18:00:00,18,2,0,150,mid,4.47,4.38,2.84,18.9,2.08,4.47,4.24,4.2,0.3524,5,5,3.33,1,5,661.24,0.0967,1.0922,172.18,1,SAFE
MILK_10198,moderate_abuse,2026-03-19T09:00:00,9,3,0,245,late,9.74,10.04,6.16,14.96,1.49,9.74,9.34,9.58,0.3905,246,221,90.2,22,42,2470.65,-0.0482,1.977,0.0,0,UNSAFE
MILK_10199,ideal_cold,2026-05-05T01:00:00,1,1,0,292,late,4.1,3.98,2.69,5.19,0.41,4.1,4.23,3.85,0.4217,0,0,0.0,0,0,1167.21,0.1748,1.0027,43.22,1,SAFE
MILK_10200,long_excursion,2026-02-25T09:00:00,9,2,0,204,late,4.33,5.01,2.58,24.34,3.78,4.33,4.12,3.96,0.294,14,14,6.86,1,14,1026.11,0.0706,1.2997,70.87,1,SAFE
MILK_10201,ideal_cold,2026-01-29T20:00:00,20,3,0,364,late,4.67,3.98,3.02,5.19,0.4,4.67,4.48,4.09,0.4533,0,0,0.0,0,0,1453.6,0.3409,1.0018,0.0,1,SAFE
MILK_10202,short_excursion,2026-05-15T11:00:00,11,4,0,196,mid,3.7,4.38,2.7,18.67,2.11,3.7,3.79,4.09,0.5457,7,7,3.57,1,7,862.81,-0.2506,1.0916,122.05,1,SAFE
MILK_10203,severe_abuse,2026-07-05T16:00:00,16,6,1,293,late,14.56,14.05,7.57,20.35,2.42,14.56,14.12,14.12,0.969,294,293,100.0,2,244,4131.13,0.3867,3.1359,0.0,0,UNSAFE
MILK_10204,good_cold,2026-03-24T06:00:00,6,1,0,188,mid,5.23,4.53,1.51,7.93,1.15,5.23,4.29,4.3,0.7353,17,0,0.0,0,0,855.77,0.0433,1.0739,134.11,1,SAFE
MILK_10205,moderate_abuse,2026-03-10T23:00:00,23,1,0,51,mid,10.5,10.04,5.38,12.84,1.36,10.5,10.86,9.91,1.1823,51,47,92.16,6,28,522.01,0.6492,2.0006,233.97,0,UNSAFE
MILK_10206,short_excursion,2026-05-07T14:00:00,14,3,0,397,late,3.66,4.22,2.3,18.1,1.77,3.66,3.07,3.54,0.6287,9,9,2.27,1,9,1679.5,-0.1232,1.0569,0.0,1,SAFE
MILK_10207,short_excursion,2026-02-04T12:00:00,12,2,0,330,late,3.69,4.15,2.26,19.03,1.45,3.69,3.59,3.97,0.4317,4,4,1.21,1,4,1372.49,-0.2146,1.0401,0.0,1,SAFE
MILK_10208,ideal_cold,2026-01-24T01:00:00,1,5,1,58,fresh,3.83,4.07,3.27,4.78,0.38,3.83,4.2,4.18,0.293,0,0,0.0,0,0,239.96,-0.1242,1.0257,276.51,1,SAFE
MILK_10209,variable_chain,2026-04-03T01:00:00,1,4,0,350,late,6.46,5.52,0.5,12.12,2.43,6.46,5.14,4.42,2.9212,153,54,15.43,41,3,1937.9,-0.1838,1.2286,0.0,0,UNSAFE
MILK_10210,ideal_cold,2026-03-30T22:00:00,22,0,0,193,mid,4.32,3.96,2.93,4.94,0.38,4.32,3.79,4.01,0.3467,0,0,0.0,0,0,768.44,-0.0604,1.0018,142.66,1,SAFE
MILK_10211,ideal_cold,2026-07-01T16:00:00,16,2,0,122,mid,3.36,3.98,3.02,5.52,0.4,3.36,3.87,3.93,0.2744,0,0,0.0,0,0,489.44,-0.0981,1.0068,213.16,1,SAFE
MILK_10212,ideal_cold,2026-01-24T20:00:00,20,5,1,367,late,4.11,4.03,2.78,5.11,0.41,4.11,3.99,3.81,0.3188,0,0,0.0,0,0,1481.49,0.1547,1.0066,0.0,1,SAFE
MILK_10213,chronic_mild_abuse,2026-05-05T12:00:00,12,1,0,79,mid,7.45,7.04,4.89,8.38,0.82,7.45,6.71,6.96,1.1139,70,11,13.92,10,2,562.93,-0.0682,1.4193,223.87,1,SAFE
MILK_10214,short_excursion,2026-02-09T13:00:00,13,0,0,288,late,4.17,4.23,2.62,17.32,1.56,4.17,4.36,4.39,0.311,6,6,2.08,1,6,1223.75,-0.0411,1.0522,32.97,1,SAFE
MILK_10215,moderate_abuse,2026-04-30T00:00:00,0,3,0,136,late,6.77,10.01,6.74,13.37,1.44,6.77,10.2,9.97,2.0217,137,128,94.12,8,53,1371.99,-0.3463,1.9752,67.38,0,UNSAFE
MILK_10216,ideal_cold,2026-02-02T19:00:00,19,0,0,207,mid,4.16,3.97,2.58,4.81,0.39,4.16,3.79,3.91,0.4699,0,0,0.0,0,0,826.68,-0.0047,1.0029,128.4,1,SAFE
MILK_10217,moderate_abuse,2026-06-22T16:00:00,16,0,0,54,mid,11.83,9.82,5.88,11.89,1.5,11.83,9.94,10.42,1.221,54,47,87.04,7,12,539.92,0.0992,1.9557,230.39,0,UNSAFE
MILK_10218,good_cold,2026-04-17T02:00:00,2,4,0,253,late,4.99,4.51,1.43,7.92,1.21,4.99,4.24,4.73,1.0198,25,0,0.0,0,0,1145.11,-0.104,1.071,65.03,1,SAFE
MILK_10219,long_excursion,2026-02-28T07:00:00,7,5,1,378,late,4.21,4.5,2.74,23.39,2.77,4.21,4.06,4.01,0.4911,13,13,3.44,1,13,1704.65,0.0001,1.1508,0.0,1,SAFE
MILK_10220,severe_abuse,2026-04-23T02:00:00,2,3,0,98,late,20.01,14.01,9.36,20.21,2.52,20.01,15.52,14.22,2.8234,99,99,101.02,1,99,1386.92,1.7029,3.1574,26.58,0,UNSAFE
MILK_10221,severe_abuse,2026-03-19T01:00:00,1,3,0,273,late,13.07,13.93,6.63,21.67,2.46,13.07,14.65,14.0,1.7852,274,270,98.9,5,91,3815.86,-0.3925,3.0975,0.0,0,UNSAFE
MILK_10222,short_excursion,2026-05-14T18:00:00,18,3,0,70,fresh,3.47,5.0,3.06,20.03,3.45,3.47,3.78,3.71,0.3184,6,6,8.57,1,6,355.33,-0.0678,1.263,247.59,1,SAFE
MILK_10223,good_cold,2026-01-08T13:00:00,13,3,0,91,fresh,4.99,4.39,1.56,7.04,1.14,4.99,4.86,4.62,0.8708,8,0,0.0,0,0,404.15,0.3532,1.0638,239.2,1,SAFE
MILK_10224,ideal_cold,2026-01-30T05:00:00,5,4,0,328,late,3.68,3.98,2.88,5.31,0.4,3.68,4.11,4.32,0.4312,0,0,0.0,0,0,1308.95,-0.2788,1.0017,7.45,1,SAFE
MILK_10225,chronic_mild_abuse,2026-03-13T16:00:00,16,4,0,302,late,6.63,6.99,4.66,9.16,0.84,6.63,7.25,6.82,0.5651,265,37,12.25,36,2,2116.53,0.1751,1.3986,0.0,0,UNSAFE
MILK_10226,good_cold,2026-05-04T13:00:00,13,0,0,318,late,3.1,4.51,0.5,7.31,1.25,3.1,3.41,4.23,0.8633,39,0,0.0,0,0,1438.43,-0.509,1.0708,0.0,1,SAFE
MILK_10227,severe_abuse,2026-03-03T15:00:00,15,1,0,20,fresh,15.99,13.68,7.13,16.63,2.34,15.99,13.99,14.06,1.6718,21,20,100.0,2,13,287.2,0.7584,3.1318,273.36,0,UNSAFE
MILK_10228,good_cold,2026-04-10T06:00:00,6,4,0,316,late,4.84,4.46,1.55,8.17,1.22,4.84,4.91,4.86,0.2834,36,1,0.32,1,1,1413.44,0.0908,1.0645,0.0,1,SAFE
MILK_10229,good_cold,2026-05-16T18:00:00,18,5,1,233,late,4.35,4.54,1.58,7.91,1.2,4.35,4.86,4.51,1.0828,30,0,0.0,0,0,1062.55,0.4762,1.0751,85.49,1,SAFE
MILK_10230,ideal_cold,2026-04-03T02:00:00,2,4,0,169,mid,4.46,4.05,2.91,5.1,0.43,4.46,4.18,3.91,0.3665,0,0,0.0,0,0,688.41,0.1747,1.0125,164.88,1,SAFE
MILK_10231,short_excursion,2026-04-11T13:00:00,13,5,1,374,late,4.11,4.19,2.73,17.88,1.52,4.11,4.32,3.93,0.4459,7,7,1.87,1,7,1570.33,0.156,1.0448,0.0,1,SAFE
MILK_10232,ideal_cold,2026-02-18T02:00:00,2,2,0,286,late,4.06,3.97,2.3,5.25,0.42,4.06,4.06,3.97,0.2754,0,0,0.0,0,0,1140.5,0.0763,1.0017,49.52,1,SAFE
MILK_10233,good_cold,2026-07-15T19:00:00,19,2,0,356,late,4.53,4.39,0.51,7.42,1.18,4.53,4.1,4.57,0.9617,32,0,0.0,0,0,1565.87,-0.0459,1.055,0.0,1,SAFE
MILK_10234,good_cold,2026-05-02T15:00:00,15,5,1,224,late,4.62,4.52,0.5,8.85,1.19,4.62,4.42,4.38,0.9943,22,1,0.45,1,1,1017.58,-0.2837,1.073,95.64,1,SAFE
MILK_10235,ideal_cold,2026-02-10T01:00:00,1,1,0,356,late,4.74,4.02,2.98,5.17,0.37,4.74,4.16,4.09,0.3116,0,0,0.0,0,0,1434.36,0.1312,1.0056,0.0,1,SAFE
MILK_10236,good_cold,2026-03-13T23:00:00,23,4,0,399,late,4.33,4.53,0.63,7.56,1.19,4.33,4.17,4.39,0.6768,42,0,0.0,0,0,1810.94,-0.0911,1.0714,0.0,1,SAFE
MILK_10237,ideal_cold,2026-05-22T00:00:00,0,4,0,127,mid,3.74,3.97,3.14,4.86,0.39,3.74,3.79,3.8,0.2241,0,0,0.0,0,0,507.76,-0.0015,1.0051,208.35,1,SAFE
MILK_10238,short_excursion,2026-01-22T02:00:00,2,3,0,281,late,3.97,4.22,2.52,16.62,1.48,3.97,4.28,4.38,0.3236,7,7,2.49,1,7,1191.42,-0.1893,1.0479,41.53,1,SAFE
MILK_10239,good_cold,2026-06-20T17:00:00,17,5,1,56,fresh,6.23,4.51,2.46,7.01,1.03,6.23,4.89,4.62,0.8135,5,0,0.0,0,0,257.08,0.2167,1.0834,275.33,1,SAFE
MILK_10240,short_excursion,2026-02-22T07:00:00,7,6,1,342,late,3.8,4.15,2.58,17.51,1.4,3.8,3.89,4.13,0.3567,4,4,1.17,1,4,1424.97,-0.1288,1.0393,0.0,1,SAFE
MILK_10241,ideal_cold,2026-03-17T21:00:00,21,1,0,321,late,4.5,4.01,3.0,5.26,0.35,4.5,3.94,4.05,0.5431,0,0,0.0,0,0,1291.36,0.0553,1.005,13.38,1,SAFE
MILK_10242,good_cold,2026-04-10T19:00:00,19,4,0,162,mid,5.16,4.31,1.6,7.29,1.18,5.16,4.24,4.47,1.2944,16,0,0.0,0,0,702.17,0.1563,1.0496,165.97,1,SAFE
MILK_10243,good_cold,2026-02-22T14:00:00,14,6,1,357,late,4.77,4.46,0.5,7.65,1.18,4.77,4.49,4.65,0.7019,35,0,0.0,0,0,1597.78,0.1534,1.0639,0.0,1,SAFE
MILK_10244,ideal_cold,2026-03-06T06:00:00,6,4,0,99,fresh,3.71,4.01,2.98,4.9,0.38,3.71,3.59,3.85,0.3402,0,0,0.0,0,0,400.82,-0.2157,1.0119,235.82,1,SAFE
MILK_10245,ideal_cold,2026-03-12T20:00:00,20,3,0,136,mid,4.21,4.0,2.99,4.96,0.41,4.21,3.94,4.07,0.3723,0,0,0.0,0,0,547.63,0.0049,1.0081,198.9,1,SAFE
MILK_10246,moderate_abuse,2026-04-13T22:00:00,22,0,0,251,late,10.01,9.91,3.77,13.77,1.39,10.01,10.24,9.99,1.466,251,235,93.63,18,37,2498.53,0.6034,1.945,0.0,0,UNSAFE
